CustomerID,Cluster,Segment,Customer Profit,Segment Churn Rate,Segment Discount Rate,Constructed CLV,Predicted CLV,Residual
13208,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
13205,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
13189,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
13484,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
13478,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
13402,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
13401,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
13380,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
13369,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
13361,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
13452,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
21002,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
21192,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
21195,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
24786,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
22175,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
22178,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
22195,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
22201,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
22907,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
22930,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
13657,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
22934,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
22937,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
22938,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
22943,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
22412,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
24960,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
16271,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
22168,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
23645,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
23648,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
23572,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
23431,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
23432,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
23524,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
23526,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
23529,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
23534,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
23538,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
23539,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
23540,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
22572,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
22174,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
22193,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
23547,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
23416,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
22207,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
23332,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
22410,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
23331,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
22580,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
23325,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
13489,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
23322,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
23321,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
22954,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
23408,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
22857,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
22958,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
23415,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
22406,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
23412,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
23099,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
22988,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
23411,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
23100,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
23421,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
23420,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
23121,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
23120,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
23413,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
22951,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
22401,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
22404,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
16598,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
23571,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
21199,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
21888,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
21957,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
21955,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
21951,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
21950,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
21984,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
22030,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
21999,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
21948,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
21875,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
21882,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
21945,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
21897,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
21892,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
16509,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
21976,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
16512,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
16429,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
16442,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
16444,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
16445,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
16461,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
16465,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
16565,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
16567,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
16572,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
16585,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
21001,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
21201,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
21974,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
21980,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
21891,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
21557,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
14926,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
14813,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
16831,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
16821,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
16822,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
16823,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
17086,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
17096,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
17107,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
17114,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
21561,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
21559,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
21558,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
21556,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
21983,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
16827,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
22575,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
16828,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
16830,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
21567,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
21569,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
16940,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
21379,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
21361,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
21359,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
16945,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
21393,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
21403,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
13019,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
16829,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
15455,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
15676,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
13705,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
13658,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
13716,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
13718,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
16207,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
16206,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
13729,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
15666,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
15675,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
13728,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
13722,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
15674,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
14141,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
13873,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
13713,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
14170,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
15649,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
16275,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
16196,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
15685,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
13801,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
13800,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
16046,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
13854,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
13839,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
13823,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
13812,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
15462,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
16263,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
15625,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
15622,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
15667,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
13714,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
16414,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
16407,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
14186,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
14169,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
13565,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
16267,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
16410,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
16409,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
15656,6,Declining Frequent Buyers,924.5636,0.0,0.01,93380.9236,93380.9236,0.0
