rho,y,potential,electric_field_rho,electric_field_y,electric_field_magnitude
0.875,0.0,0.9999999999999999,4.440892098500626e-15,0.9673053589910978,0.9673053589910978
0.8875000000000001,0.0,0.9999999999999999,-4.440892098500626e-15,0.9023927600089223,0.9023927600089223
0.9,0.0,1.0,-4.440892098500626e-15,0.8794929720183475,0.8794929720183475
0.9125000000000001,0.0,1.0,-0.0,0.8401119123645202,0.8401119123645202
0.925,0.0,1.0,-0.0,0.8106339286713364,0.8106339286713364
0.9375,0.0,1.0,-0.0,0.7955989177632148,0.7955989177632148
0.9500000000000001,0.0,1.0,-0.0,0.7600115867665096,0.7600115867665096
0.9625,0.0,1.0,-0.0,0.7392226601418841,0.7392226601418841
0.9750000000000001,0.0,1.0,-0.0,0.7233561644708715,0.7233561644708715
0.9875,0.0,1.0,-0.0,0.6987836469074793,0.6987836469074793
1.0,0.0,1.0,-0.0,0.6742573015401376,0.6742573015401376
1.0125,0.0,1.0,-0.0,0.6551035562414285,0.6551035562414285
1.0250000000000001,0.0,1.0,-0.0,0.6359498109427264,0.6359498109427264
1.0375,0.0,1.0,-0.0,0.6123402797441173,0.6123402797441173
1.05,0.0,1.0,-0.0,0.5913591463277896,0.5913591463277896
1.0625,0.0,1.0,-0.0,0.5698611675741105,0.5698611675741105
1.075,0.0,1.0,-0.0,0.5662610999436453,0.5662610999436453
1.0875000000000001,0.0,1.0,-0.0,0.5471225085516735,0.5471225085516735
1.1,0.0,1.0,-0.0,0.5286027181389983,0.5286027181389983
1.1125,0.0,1.0,-0.0,0.5085432569466519,0.5085432569466519
1.125,0.0,1.0,-0.0,0.48026390263206764,0.48026390263206764
1.1375,0.0,1.0,-0.0,0.45805270078320603,0.45805270078320603
1.1500000000000001,0.0,1.0,-0.0,0.4588377539541213,0.4588377539541213
1.1625,0.0,1.0,-0.0,0.47655608130872906,0.47655608130872906
1.175,0.0,1.0,-0.0,0.4670422388901727,0.4670422388901727
1.1875,0.0,1.0,-0.0,0.44236749434305267,0.44236749434305267
1.2000000000000002,0.0,1.0,-0.0,0.41769086488264406,0.41769086488264406
1.2125000000000001,0.0,1.0,-0.0,0.39258610138909233,0.39258610138909233
1.225,0.0,1.0,-0.0,0.3674813378955406,0.3674813378955406
1.2375,0.0,1.0,-0.0,0.36026764626396357,0.36026764626396357
1.25,0.0,1.0,-0.0,0.3757100433732461,0.3757100433732461
1.2625000000000002,0.0,1.0,-0.0,0.3913313227155939,0.3913313227155939
1.2750000000000001,0.0,1.0,4.440892098500626e-15,0.3855413377856465,0.3855413377856465
1.2875,0.0,0.9999999999999999,4.440892098500626e-15,0.36393073279968746,0.36393073279968746
1.3,0.0,0.9999999999999999,4.440892098500626e-15,0.34232012781371424,0.34232012781371424
1.3125,0.0,0.9999999999999998,-4.440892098500626e-15,0.32555766382054685,0.32555766382054685
1.3250000000000002,0.0,1.0,-8.881784197001252e-15,0.30304231219341204,0.30304231219341204
1.3375000000000001,0.0,1.0,-0.0,0.28389851393336585,0.28389851393336585
1.35,0.0,1.0,-0.0,0.29060668991161265,0.29060668991161265
1.3625,0.0,1.0,-0.0,0.297314865889895,0.297314865889895
1.375,0.0,1.0,-0.0,0.30412646731214465,0.30412646731214465
1.3875000000000002,0.0,1.0,-0.0,0.310943742544012,0.310943742544012
1.4000000000000001,0.0,1.0,-0.0,0.3047081576019508,0.3047081576019508
1.4125,0.0,1.0,-0.0,0.286700370465347,0.286700370465347
1.425,0.0,1.0,-0.0,0.26814196417661407,0.26814196417661407
1.4375,0.0,1.0,-0.0,0.24930949515216128,0.24930949515216128
1.4500000000000002,0.0,1.0,-0.0,0.2303964611817051,0.2303964611817051
1.4625000000000001,0.0,1.0,-0.0,0.21633677190735767,0.21633677190735767
1.475,0.0,1.0,-0.0,0.22264111656420482,0.22264111656420482
1.4875,0.0,1.0,-0.0,0.22894546122101644,0.22894546122101644
1.5,0.0,1.0,-0.0,0.23102189219926572,0.23102189219926572
1.5125000000000002,0.0,1.0,-0.0,0.23279145622359465,0.23279145622359465
1.5250000000000001,0.0,1.0,-0.0,0.2380312042437609,0.2380312042437609
1.5375,0.0,1.0,-0.0,0.24327095226394846,0.24327095226394846
1.55,0.0,1.0,-0.0,0.23780139073410567,0.23780139073410567
1.5625,0.0,1.0,-0.0,0.22208214667361403,0.22208214667361403
1.5750000000000002,0.0,1.0,-0.0,0.2063629026131153,0.2063629026131153
1.5875000000000001,0.0,1.0,-0.0,0.20160576296321153,0.20160576296321153
1.6,0.0,1.0,-0.0,0.2032186266414726,0.2032186266414726
1.6125,0.0,1.0,-0.0,0.20799093560729176,0.20799093560729176
1.625,0.0,1.0,-0.0,0.2127632445731038,0.2127632445731038
1.6375000000000002,0.0,1.0,-0.0,0.20794674756132991,0.20794674756132991
1.6500000000000001,0.0,1.0,-0.0,0.19362982066384404,0.19362982066384404
1.6625,0.0,1.0,-0.0,0.17931289376643633,0.17931289376643633
1.675,0.0,1.0,-0.0,0.17473943100750233,0.17473943100750233
1.6875,0.0,1.0,-0.0,0.17473943100753075,0.17473943100753075
1.7000000000000002,0.0,1.0,-0.0,0.17696164331398023,0.17696164331398023
1.7125000000000001,0.0,1.0,4.440892098500626e-15,0.18127908436648,0.18127908436648
1.725,0.0,0.9999999999999999,-0.0,0.18559652541902238,0.18559652541902238
1.7375,0.0,1.0,-0.0,0.17835846247801612,0.17835846247801612
1.75,0.0,0.9999999999999999,4.440892098500626e-15,0.16540613932042447,0.16540613932042447
1.7625000000000002,0.0,0.9999999999999999,-0.0,0.15245381616284703,0.15245381616284703
1.7750000000000001,0.0,0.9999999999999999,-0.0,0.15035858741675412,0.15035858741675412
1.7875,0.0,0.9999999999999999,4.440892098500626e-15,0.15035858741675412,0.15035858741675412
1.8,0.0,0.9999999999999998,-0.0,0.1503585874167399,0.1503585874167399
1.8125,0.0,0.9999999999999999,-8.881784197001252e-15,0.15312478741539337,0.15312478741539337
1.8250000000000002,0.0,1.0,-4.440892098500626e-15,0.157001505661718,0.157001505661718
1.8375000000000001,0.0,1.0,-0.0,0.1608782239080213,0.1608782239080213
1.85,0.0,1.0,-0.0,0.15146910566439686,0.15146910566439686
1.8625,0.0,1.0,-0.0,0.1398389509254656,0.1398389509254656
1.875,0.0,1.0,-0.0,0.12820642434010665,0.12820642434010665
1.8875000000000002,0.0,1.0,-0.0,0.11642447142926926,0.11642447142926926
1.9000000000000001,0.0,1.0,-0.0,0.10464251851844608,0.10464251851844608
1.9125,0.0,1.0,-0.0,0.10108338690994856,0.10108338690994856
1.925,0.0,1.0,-0.0,0.10501070454689909,0.10501070454689909
1.9375,0.0,1.0,-0.0,0.10875392916960891,0.10875392916960891
1.9500000000000002,0.0,1.0,-0.0,0.10875392916960891,0.10875392916960891
1.9625000000000001,0.0,1.0,-0.0,0.10875392916960891,0.10875392916960891
1.975,0.0,1.0,-0.0,0.10875392916960891,0.10875392916960891
1.9875,0.0,1.0,-0.0,0.10875392916960891,0.10875392916960891
2.0,0.0,1.0,-0.0,0.1085792019353704,0.1085792019353704
2.0125,0.0,1.0,-0.0,0.0980955678811668,0.0980955678811668
2.025,0.0,1.0,-0.0,0.08761193382694188,0.08761193382694188
2.0375,0.0,1.0,-0.0,0.0846221567077663,0.0846221567077663
2.0500000000000003,0.0,1.0,-0.0,0.08811670139250083,0.08811670139250083
2.0625,0.0,1.0,-0.0,0.09135886229445589,0.09135886229445589
2.075,0.0,1.0,-0.0,0.09135886229445589,0.09135886229445589
2.0875,0.0,1.0,-0.0,0.09135886229445589,0.09135886229445589
2.1,0.0,1.0,-0.0,0.09135886229445589,0.09135886229445589
2.1125000000000003,0.0,1.0,-0.0,0.09135886229445589,0.09135886229445589
2.125,0.0,1.0,-0.0,0.09135886229445589,0.09135886229445589
2.1375,0.0,1.0,-0.0,0.09135886229445589,0.09135886229445589
2.15,0.0,1.0,-0.0,0.09135886229445589,0.09135886229445589
2.1625,0.0,1.0,-0.0,0.09135886229445589,0.09135886229445589
2.1750000000000003,0.0,1.0,-0.0,0.09135886229445589,0.09135886229445589
2.1875,0.0,1.0,-0.0,0.09135886229445589,0.09135886229445589
2.2,0.0,1.0,-0.0,0.09135886229445589,0.09135886229445589
2.2125,0.0,1.0,-0.0,0.09135886229445589,0.09135886229445589
2.225,0.0,1.0,4.440892098500626e-15,0.09135886229445589,0.09135886229445589
2.2375000000000003,0.0,0.9999999999999999,-0.0,0.0918525152786529,0.0918525152786529
2.25,0.0,1.0,-4.440892098500626e-15,0.09450802788339985,0.09450802788339985
2.2625,0.0,1.0,-0.0,0.09716354048812548,0.09716354048812548
2.275,0.0,1.0,-0.0,0.09678904512078645,0.09678904512078645
2.2875,0.0,1.0,-0.0,0.08882250730661667,0.08882250730661667
2.3000000000000003,0.0,1.0,-0.0,0.08085596949243978,0.08085596949243978
2.3125,0.0,1.0,-0.0,0.07610668733397574,0.07610668733397574
2.325,0.0,1.0,-0.0,0.07610668733397574,0.07610668733397574
2.3375,0.0,1.0,-0.0,0.07610668733397574,0.07610668733397574
2.35,0.0,1.0,-0.0,0.07610668733397574,0.07610668733397574
2.3625000000000003,0.0,1.0,-0.0,0.07610668733397574,0.07610668733397574
2.375,0.0,1.0,-0.0,0.07610668733397574,0.07610668733397574
2.3875,0.0,1.0,-0.0,0.07610668733397574,0.07610668733397574
2.4000000000000004,0.0,1.0,-0.0,0.07610668733397574,0.07610668733397574
2.4125,0.0,1.0,-0.0,0.07610668733397574,0.07610668733397574
2.4250000000000003,0.0,1.0,-0.0,0.07610668733397574,0.07610668733397574
2.4375,0.0,1.0,-0.0,0.07802879428145815,0.07802879428145815
2.45,0.0,1.0,-0.0,0.080316260400771,0.080316260400771
2.4625000000000004,0.0,1.0,-0.0,0.08260372652008385,0.08260372652008385
2.475,0.0,1.0,-0.0,0.0764720465058204,0.0764720465058204
2.4875000000000003,0.0,1.0,-0.0,0.06960964814785342,0.06960964814785342
2.5,0.0,1.0,-0.0,0.06289021642236747,0.06289021642236747
2.5125,0.0,1.0,-0.0,0.06289021642236747,0.06289021642236747
2.5250000000000004,0.0,1.0,-0.0,0.06289021642236747,0.06289021642236747
2.5375,0.0,1.0,-0.0,0.06289021642236747,0.06289021642236747
2.5500000000000003,0.0,1.0,-0.0,0.06289021642236747,0.06289021642236747
2.5625,0.0,1.0,-0.0,0.06289021642236747,0.06289021642236747
2.575,0.0,1.0,-0.0,0.06289021642236747,0.06289021642236747
2.5875000000000004,0.0,1.0,-0.0,0.06289021642236747,0.06289021642236747
2.6,0.0,1.0,-0.0,0.06289021642236747,0.06289021642236747
2.6125000000000003,0.0,1.0,-0.0,0.06289021642236747,0.06289021642236747
2.625,0.0,1.0,-0.0,0.06289021642236747,0.06289021642236747
2.6375,0.0,1.0,-0.0,0.06289021642236747,0.06289021642236747
2.6500000000000004,0.0,1.0,-0.0,0.0628902164223959,0.0628902164223959
2.6625,0.0,1.0,-0.0,0.0642581234885995,0.0642581234885995
2.6750000000000003,0.0,1.0,-0.0,0.06619966900191798,0.06619966900191798
2.6875,0.0,1.0,-0.0,0.06814121451521515,0.06814121451521515
2.7,0.0,1.0,-0.0,0.06416987141979291,0.06416987141979291
2.7125000000000004,0.0,1.0,-0.0,0.05834523487980903,0.05834523487980903
2.725,0.0,1.0,-0.0,0.05252059833986067,0.05252059833986067
2.7375000000000003,0.0,1.0,-0.0,0.04665127854441664,0.04665127854441664
2.75,0.0,1.0,-0.0,0.040773505160075274,0.040773505160075274
2.7625,0.0,1.0,-0.0,0.038250218606208364,0.038250218606208364
2.7750000000000004,0.0,1.0,-0.0,0.04020947640098882,0.04020947640098882
2.7875,0.0,1.0,-0.0,0.042094519885353066,0.042094519885353066
2.8000000000000003,0.0,1.0,-0.0,0.042094519885353066,0.042094519885353066
2.8125,0.0,1.0,-0.0,0.042094519885353066,0.042094519885353066
2.825,0.0,1.0,-0.0,0.042094519885353066,0.042094519885353066
2.8375000000000004,0.0,1.0,-0.0,0.042094519885353066,0.042094519885353066
2.85,0.0,1.0,-0.0,0.042094519885353066,0.042094519885353066
2.8625000000000003,0.0,1.0,-0.0,0.042094519885353066,0.042094519885353066
2.875,0.0,1.0,-0.0,0.042094519885353066,0.042094519885353066
2.8875,0.0,1.0,-0.0,0.042094519885353066,0.042094519885353066
2.9000000000000004,0.0,1.0,-0.0,0.042094519885353066,0.042094519885353066
2.9125,0.0,1.0,-0.0,0.042094519885353066,0.042094519885353066
2.9250000000000003,0.0,1.0,-0.0,0.042094519885353066,0.042094519885353066
2.9375,0.0,1.0,-0.0,0.042094519885353066,0.042094519885353066
2.95,0.0,1.0,-0.0,0.042094519885353066,0.042094519885353066
2.9625000000000004,0.0,1.0,-0.0,0.042094519885353066,0.042094519885353066
2.975,0.0,1.0,-0.0,0.042094519885353066,0.042094519885353066
2.9875000000000003,0.0,1.0,-0.0,0.042094519885353066,0.042094519885353066
3.0,0.0,1.0,-0.0,0.03831248898553241,0.03831248898553241
0.0,0.0125,0.0,,,
0.0125,0.0125,0.0,,,
0.025,0.0125,0.0,,,
0.037500000000000006,0.0125,0.0,,,
0.05,0.0125,0.0,,,
0.0625,0.0125,0.0,,,
0.07500000000000001,0.0125,0.0,,,
0.08750000000000001,0.0125,0.0,,,
0.1,0.0125,0.0,,,
0.1125,0.0125,0.0,-1.1052974419876898,-0.0,1.1052974419876898
0.125,0.0125,0.027632436049692247,-12.122837483874502,-0.0,12.122837483874502
0.1375,0.0125,0.30307093709686256,-16.642067769801535,40.0,43.32387816960374
0.15000000000000002,0.0125,0.44368413029473064,-9.12460141793112,40.0,41.02753162251064
0.1625,0.0125,0.5311859725451406,-6.13579891210168,36.9544176724261,37.46033921092903
0.17500000000000002,0.0125,0.5970791030972726,-4.739512080020174,31.882822377050886,32.233171384200375
0.1875,0.0125,0.6496737745456449,-3.8190125295563693,27.773315339172665,28.03465536849048
0.2,0.0125,0.6925544163361819,-3.1376785536465235,24.400560378218742,24.601470961654137
0.21250000000000002,0.0125,0.728115738386808,-2.614145866941695,21.600596000630823,21.758205491173133
0.225,0.0125,0.7579080630097242,-2.200582544306444,19.246924265411263,19.372316774531203
0.23750000000000002,0.0125,0.7831303019944691,-1.871488923507214,17.25211200765356,17.353323587008756
0.25,0.0125,0.8046952860974046,-1.60489072914201,15.545106780718756,15.62773237153856
0.2625,0.0125,0.8232525702230193,-1.387127965822419,14.075248110522315,14.14343428472479
0.275,0.0125,0.8393734852429651,-1.2053366188324066,12.797599683161115,12.854236422874125
0.28750000000000003,0.0125,0.8533859856938295,-1.055504267539007,11.682525290665291,11.730110247812132
0.30000000000000004,0.0125,0.8657610919314402,-0.9313491502477556,10.702134209550458,10.742582923994464
0.3125,0.0125,0.8766697144500234,-0.8208880319540146,9.834962906602929,9.869161693642518
0.325,0.0125,0.8862832927302906,-0.7310763440374357,9.068950448363248,9.098369901014088
0.3375,0.0125,0.8949466230509593,-0.6558258601655043,8.379498484464326,8.405123580888134
0.35000000000000003,0.0125,0.9026789392344282,-0.5874447511511338,7.769314231753679,7.7914911902270205
0.36250000000000004,0.0125,0.9096327418297376,-0.526776877398345,7.214048262462223,7.233255574891278
0.375,0.0125,0.9158483611693868,-0.47403718594658084,6.71476671012984,6.7314785318775305
0.3875,0.0125,0.9214836714784022,-0.43354485033159307,6.26429954262012,6.279284186666477
0.4,0.0125,0.9266869824276767,-0.3939161844706973,5.8520798580875955,5.865322550876677
0.41250000000000003,0.0125,0.9313315760901696,-0.3548074062171036,5.482213587442852,5.493683110068284
0.42500000000000004,0.0125,0.9355571675831043,-0.32789060827568495,5.139138928896894,5.149588447778998
0.4375,0.0125,0.9395288412970617,-0.30491524739407083,4.829015264132526,4.8386322167858875
0.45,0.0125,0.943180048767956,-0.27622551220510605,4.539801614171526,4.548197360452531
0.4625,0.0125,0.9464344791021894,-0.25326525652937804,4.2710990971317875,4.278601499051398
0.47500000000000003,0.0125,0.9495116801811905,-0.23878869509470046,4.031103512030252,4.038169828722866
0.48750000000000004,0.0125,0.9524041964795569,-0.21848429143247916,3.809130187500558,3.815390959119496
0.5,0.0125,0.9549737874670025,-0.19813037490003182,3.5968842637049114,3.6023370264241033
0.5125000000000001,0.0125,0.9573574558520577,-0.18814254679789588,3.3994675516844275,3.404669918343174
0.525,0.0125,0.9596773511369499,-0.1775046925004231,3.224272284285279,3.229154638457236
0.5375,0.0125,0.9617950731645682,-0.15791938661112503,3.0562061896081927,3.0602834519153714
0.55,0.0125,0.963625335802228,-0.14962243703263933,2.904200279814173,2.9080519491467665
0.5625,0.0125,0.9655356340903842,-0.14310146117149536,2.758742104451022,2.7624510904376693
0.5750000000000001,0.0125,0.9672028723315154,-0.13054214268910957,2.6200687567030645,2.62331880275147
0.5875,0.0125,0.968799187657612,-0.12313816934556243,2.4930960928604584,2.496135240123391
0.6000000000000001,0.0125,0.9702813265651544,-0.1157709544089025,2.3752251200138463,2.378044844957626
0.6125,0.0125,0.9716934615178345,-0.10879298946436577,2.2634123770967385,2.2660254860330458
0.625,0.0125,0.9730011513017636,-0.10177259510273373,2.1582259205735044,2.160624165686688
0.6375000000000001,0.0125,0.9742377763954029,-0.0936199190991438,2.0599978886810177,2.062124145298333
0.65,0.0125,0.9753416492792422,-0.09123176862599447,1.967682741756156,1.9697965904660435
0.6625000000000001,0.0125,0.9765185706110527,-0.0841408696568946,1.8774344459265047,1.8793189683228284
0.675,0.0125,0.9774451710206645,-0.07732254724083898,1.8030410206148595,1.8046982291595695
0.6875,0.0125,0.9784516342920737,-0.0776564127418311,1.717539804069057,1.7192944765227116
0.7000000000000001,0.0125,0.9793865813392103,-0.07275019294038731,1.6460184288950241,1.647625339339896
0.7125,0.0125,0.9802703891155834,-0.0666035718884439,1.5785123474765683,1.5799168544338924
0.7250000000000001,0.0125,0.9810516706364214,-0.06430697563485577,1.5098407371226141,1.5112095945269342
0.7375,0.0125,0.9818780635064548,-0.06072385885024456,1.4561017933064857,1.4573674277628232
0.75,0.0125,0.9825697671076775,-0.05346815206972444,1.3935334371377017,1.3945588132834585
0.7625000000000001,0.0125,0.9832147673081979,-0.04936415280579087,1.341458123432746,1.3423660888542805
0.775,0.0125,0.9838038709278223,-0.05265519598400825,1.2874802119131612,1.2885565046718257
0.7875000000000001,0.0125,0.9845311472077981,-0.059393235977620584,1.2361118828362239,1.237537936133195
0.8,0.0125,0.9852887018272628,-0.045890347032742085,1.1861007044616745,1.1869881233926758
0.8125,0.0125,0.9856784058836167,-0.03340242573038221,1.1426703732218968,1.1431584771516776
0.8250000000000001,0.0125,0.9861237624705224,-0.0408440240322383,1.0985980797718442,1.0993570735559623
0.8375,0.0125,0.9866995064844226,-0.03995807393918138,1.0621602948261533,1.0629116330053547
0.8500000000000001,0.0125,0.9871227143190019,-0.03787381255320632,1.0219680459162683,1.0226696008737286
0.8625,0.0125,0.9876463517982528,-0.03551195741237745,0.9880601657135379,0.9886981289499452
0.875,0.0125,0.9880105132543113,-0.0405484846533577,0.9510125203190745,0.9518765641674983
0.8875000000000001,0.0125,0.9886600639145867,-0.039952904099695985,0.9119970136571975,0.9128717256359987
0.9,0.0125,0.9890093358568037,-0.030046806769270518,0.879013290893047,0.8795266773462045
0.9125000000000001,0.0125,0.9894112340838185,-0.02975572566844331,0.8540906342245336,0.8546088079818285
0.925,0.0125,0.9897532289985148,-0.025720603676702147,0.8288494315662831,0.8292484125165659
0.9375,0.0125,0.990054249175736,-0.02698483502145521,0.7957212141190251,0.7961786432203457
0.9500000000000001,0.0125,0.9904278498740512,-0.026288600987509625,0.7715324333853069,0.7719801722242181
0.9625,0.0125,0.9907114642004238,-0.022816768366618057,0.7469430677903066,0.7472914768941837
0.9750000000000001,0.0125,0.9909982690832166,-0.023031518834120135,0.7169207822144763,0.7172906376294221
0.9875,0.0125,0.9912872521712768,-0.023112048637528027,0.6952560056882406,0.6956400507717985
1.0,0.0125,0.9915760702991548,-0.0218534816935545,0.6735714505950918,0.6739258666343849
1.0125,0.0125,0.9918335892136156,-0.02060151315685932,0.6515221695800788,0.6518478041680321
1.0250000000000001,0.0125,0.9920911081280763,-0.020650108586344196,0.6294728885650569,0.6298115149971969
1.0375,0.0125,0.9923498419282742,-0.02084119569889964,0.6116850117320061,0.6120399570418129
1.05,0.0125,0.9926121380205488,-0.020983687381970206,0.5906987703843924,0.5910713598794797
1.0625,0.0125,0.9928744341128235,-0.013853454528760523,0.5702293743741293,0.5703976311324332
1.075,0.0125,0.9929584743837678,-0.011608050733671327,0.5603829986535125,0.5605032132126792
1.0875000000000001,0.0125,0.9931646353811653,-0.017507606364768336,0.5465358304618828,0.5468161759305257
1.1,0.0125,0.993396164542887,-0.018543228695375724,0.5280109549990897,0.5283364646979231
1.1125,0.0125,0.9936282160985497,-0.01871039475644043,0.5109421672853909,0.5112846342129149
1.125,0.0125,0.993863924411798,-0.018856665059865385,0.5015081914802311,0.5018625707690823
1.1375,0.0125,0.9940996327250463,-0.01360415264735959,0.4860060632093832,0.48619642784119227
1.1500000000000001,0.0125,0.994204028227982,-0.004175820117424678,0.4685177295687648,0.46853633839215003
1.1625,0.0125,0.9942040282279819,-0.00648545204928741,0.4507994022141615,0.4508460514687125
1.175,0.0125,0.9943661645292142,-0.014712241118162162,0.4343714364355522,0.4346205181877679
1.1875,0.0125,0.994571834255936,-0.01645572872152723,0.42613902470718834,0.4264566324799629
1.2000000000000002,0.0125,0.9947775577472524,-0.01659910097412176,0.4178998955569835,0.41822942610448494
1.2125000000000001,0.0125,0.994986811780289,-0.016740322642925243,0.40952401376467495,0.40986602231963426
1.225,0.0125,0.9951960658133255,-0.012931899241661604,0.40114813197236643,0.4013565220635085
1.2375,0.0125,0.9953101092613306,-0.004561737920201203,0.390114871923144,0.39014154194146466
1.25,0.0125,0.9953101092613306,-0.0,0.3746724748138641,0.3746724748138641
1.2625000000000002,0.0125,0.9953101092613306,-0.003250275902599853,0.35905119547151365,0.35906590657282694
1.2750000000000001,0.0125,0.9953913661588956,-0.010455706819203492,0.351840076791059,0.35199539974469474
1.2875,0.0125,0.9955715019318107,-0.014410861833207278,0.3446289581105999,0.3449301258330061
1.3,0.0125,0.9957516377047257,-0.014491199452453252,0.3374178394301497,0.3377288753235072
1.3125,0.0125,0.995933781918122,-0.014611379305651262,0.325037229279892,0.32536547577019087
1.3250000000000002,0.0125,0.996116922187367,-0.013788604329381116,0.3182501378278779,0.3185487024566503
1.3375000000000001,0.0125,0.9962784970263565,-0.006462993559583907,0.31154196184959737,0.3116089926155008
