column,block,dtype,missing-count,missing-rate,unique-values,constant,zero-rate
BF_g_43_Acidicaldus,bacterial-taxa,float64,0,0.0,168,False,0.6052009456264775
BF_g_46_Acidiphilium,bacterial-taxa,float64,0,0.0,244,False,0.425531914893617
BF_g_47_Acidipila,bacterial-taxa,float64,0,0.0,294,False,0.3073286052009456
BF_g_48_Acidisoma,bacterial-taxa,float64,0,0.0,40,False,0.9078014184397163
BF_g_49_Acidobacteriae,bacterial-taxa,float64,0,0.0,8,False,0.983451536643026
BF_g_50_Acidobacteriales,bacterial-taxa,float64,0,0.0,47,False,0.8912529550827423
BF_g_52_Acidocella,bacterial-taxa,float64,0,0.0,7,False,0.9858156028368794
BF_g_53_Acidothermus,bacterial-taxa,float64,0,0.0,398,False,0.061465721040189124
BF_g_54_Acidovorax,bacterial-taxa,float64,0,0.0,60,False,0.8605200945626478
BF_g_55_Acinetobacter,bacterial-taxa,float64,0,0.0,42,False,0.900709219858156
BF_g_58_Actinoallomurus,bacterial-taxa,float64,0,0.0,71,False,0.83451536643026
BF_g_60_Actinocorallia,bacterial-taxa,float64,0,0.0,163,False,0.6170212765957447
BF_g_62_Actinomadura,bacterial-taxa,float64,0,0.0,36,False,0.91725768321513
BF_g_63_Actinomycetospora,bacterial-taxa,float64,0,0.0,158,False,0.6288416075650118
BF_g_64_Actinophytocola,bacterial-taxa,float64,0,0.0,10,False,0.9787234042553191
BF_g_65_Actinoplanes,bacterial-taxa,float64,0,0.0,281,False,0.3380614657210402
BF_g_67_Actinospica,bacterial-taxa,float64,0,0.0,153,False,0.640661938534279
BF_g_69_AD3,bacterial-taxa,float64,0,0.0,398,False,0.061465721040189124
BF_g_70_Adhaeribacter,bacterial-taxa,float64,0,0.0,158,False,0.6288416075650118
BF_g_71_ADurb.Bin063-1,bacterial-taxa,float64,0,0.0,316,False,0.2553191489361702
BF_g_76_Aeromicrobium,bacterial-taxa,float64,0,0.0,264,False,0.37825059101654845
BF_g_77_Aeromonas,bacterial-taxa,float64,0,0.0,13,False,0.9716312056737588
BF_g_78_Aestuariimicrobium,bacterial-taxa,float64,0,0.0,7,False,0.9858156028368794
BF_g_79_Aetherobacter,bacterial-taxa,float64,0,0.0,262,False,0.3829787234042553
BF_g_80_Afipia,bacterial-taxa,float64,0,0.0,8,False,0.983451536643026
BF_g_81_Agaricicola,bacterial-taxa,float64,0,0.0,9,False,0.9810874704491725
BF_g_82_Aggregicoccus,bacterial-taxa,float64,0,0.0,19,False,0.9574468085106383
BF_g_83_Agrococcus,bacterial-taxa,float64,0,0.0,23,False,0.9479905437352246
BF_g_84_Agromyces,bacterial-taxa,float64,0,0.0,157,False,0.6312056737588653
BF_g_85_Ahniella,bacterial-taxa,float64,0,0.0,87,False,0.7966903073286052
BF_g_87_AKAU3644,bacterial-taxa,float64,0,0.0,8,False,0.983451536643026
BF_g_88_AKAU4049,bacterial-taxa,float64,0,0.0,45,False,0.8959810874704491
BF_g_90_AKIW781,bacterial-taxa,float64,0,0.0,358,False,0.15602836879432624
BF_g_91_AKYG1722,bacterial-taxa,float64,0,0.0,336,False,0.20803782505910165
BF_g_92_AKYG587,bacterial-taxa,float64,0,0.0,142,False,0.6666666666666666
BF_g_93_AKYH767,bacterial-taxa,float64,0,0.0,328,False,0.22695035460992907
BF_g_96_Alcaligenaceae,bacterial-taxa,float64,0,0.0,8,False,0.983451536643026
BF_g_99_Alicyclobacillus,bacterial-taxa,float64,0,0.0,121,False,0.7139479905437353
BF_g_100_Aliidongia,bacterial-taxa,float64,0,0.0,19,False,0.9574468085106383
BF_g_101_Aliihoeflea,bacterial-taxa,float64,0,0.0,23,False,0.9479905437352246
BF_g_106_Alkaliphilus,bacterial-taxa,float64,0,0.0,7,False,0.9858156028368794
BF_g_107_Alkanibacter,bacterial-taxa,float64,0,0.0,55,False,0.8723404255319149
BF_g_108_Alkanindiges,bacterial-taxa,float64,0,0.0,7,False,0.9858156028368794
BF_g_110_Allocatelliglobosispora,bacterial-taxa,float64,0,0.0,15,False,0.966903073286052
BF_g_111_Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,bacterial-taxa,float64,0,0.0,401,False,0.054373522458628844
BF_g_112_alphaI_cluster,bacterial-taxa,float64,0,0.0,223,False,0.475177304964539
BF_g_113_Alsobacter,bacterial-taxa,float64,0,0.0,337,False,0.20567375886524822
BF_g_114_Altererythrobacter,bacterial-taxa,float64,0,0.0,216,False,0.491725768321513
BF_g_115_Alterococcus,bacterial-taxa,float64,0,0.0,16,False,0.9645390070921985
BF_g_117_Amaricoccus,bacterial-taxa,float64,0,0.0,151,False,0.6453900709219859
BF_g_118_Amb-16S-1034,bacterial-taxa,float64,0,0.0,12,False,0.9739952718676123
BF_g_119_Amb-16S-1323,bacterial-taxa,float64,0,0.0,237,False,0.44208037825059104
BF_g_122_Aminobacter,bacterial-taxa,float64,0,0.0,38,False,0.9125295508274232
BF_g_124_Ammoniphilus,bacterial-taxa,float64,0,0.0,129,False,0.6973995271867612
BF_g_125_Amnibacterium,bacterial-taxa,float64,0,0.0,48,False,0.8888888888888888
BF_g_127_Amycolatopsis,bacterial-taxa,float64,0,0.0,102,False,0.7612293144208038
BF_g_130_Anaerocolumna,bacterial-taxa,float64,0,0.0,152,False,0.6430260047281324
BF_g_132_Anaerolinea,bacterial-taxa,float64,0,0.0,15,False,0.966903073286052
BF_g_134_Anaerolineae,bacterial-taxa,float64,0,0.0,214,False,0.49645390070921985
BF_g_135_Anaeromyxobacter,bacterial-taxa,float64,0,0.0,355,False,0.1607565011820331
BF_g_137_Anaerosinus,bacterial-taxa,float64,0,0.0,44,False,0.8983451536643026
BF_g_138_Anaerospora,bacterial-taxa,float64,0,0.0,9,False,0.9810874704491725
BF_g_139_Anaerosporobacter,bacterial-taxa,float64,0,0.0,14,False,0.9692671394799054
BF_g_144_Ancylothrix_8PC,bacterial-taxa,float64,0,0.0,5,False,0.9905437352245863
BF_g_145_Aneurinibacillus,bacterial-taxa,float64,0,0.0,11,False,0.9763593380614657
BF_g_147_Angustibacter,bacterial-taxa,float64,0,0.0,373,False,0.12056737588652482
BF_g_149_Anoxybacillus,bacterial-taxa,float64,0,0.0,8,False,0.983451536643026
BF_g_150_Antricoccus,bacterial-taxa,float64,0,0.0,8,False,0.983451536643026
BF_g_152_Aquabacterium,bacterial-taxa,float64,0,0.0,36,False,0.91725768321513
BF_g_154_Aquicella,bacterial-taxa,float64,0,0.0,316,False,0.2553191489361702
BF_g_155_Aquipuribacter,bacterial-taxa,float64,0,0.0,8,False,0.983451536643026
BF_g_156_Aquisphaera,bacterial-taxa,float64,0,0.0,271,False,0.3617021276595745
BF_g_160_Archangium,bacterial-taxa,float64,0,0.0,230,False,0.458628841607565
BF_g_163_Arcticibacter,bacterial-taxa,float64,0,0.0,49,False,0.8865248226950354
BF_g_165_Arenimonas,bacterial-taxa,float64,0,0.0,280,False,0.3404255319148936
BF_g_166_Aridibacter,bacterial-taxa,float64,0,0.0,117,False,0.7257683215130024
BF_g_167_Armatimonadales,bacterial-taxa,float64,0,0.0,164,False,0.6146572104018913
BF_g_169_Arsenicitalea,bacterial-taxa,float64,0,0.0,7,False,0.9858156028368794
BF_g_170_Arthrobacter,bacterial-taxa,float64,0,0.0,211,False,0.5035460992907801
BF_g_171_Asanoa,bacterial-taxa,float64,0,0.0,5,False,0.9905437352245863
BF_g_172_Asticcacaulis,bacterial-taxa,float64,0,0.0,82,False,0.8085106382978723
BF_g_173_AT-s3-28,bacterial-taxa,float64,0,0.0,48,False,0.8888888888888888
BF_g_177_Aurantisolimonas,bacterial-taxa,float64,0,0.0,157,False,0.6312056737588653
BF_g_178_Aureibacillus,bacterial-taxa,float64,0,0.0,8,False,0.983451536643026
BF_g_179_Aureimonas,bacterial-taxa,float64,0,0.0,78,False,0.817966903073286
BF_g_180_Aureispira,bacterial-taxa,float64,0,0.0,5,False,0.9905437352245863
BF_g_181_Azoarcus,bacterial-taxa,float64,0,0.0,10,False,0.9787234042553191
BF_g_182_Azohydromonas,bacterial-taxa,float64,0,0.0,65,False,0.8486997635933806
BF_g_183_Azospira,bacterial-taxa,float64,0,0.0,8,False,0.983451536643026
BF_g_184_Azospirillum,bacterial-taxa,float64,0,0.0,27,False,0.9385342789598109
BF_g_187_B1-7BS,bacterial-taxa,float64,0,0.0,48,False,0.8888888888888888
BF_g_188_B10-SB3A,bacterial-taxa,float64,0,0.0,196,False,0.5390070921985816
BF_g_189_B12-WMSP1,bacterial-taxa,float64,0,0.0,242,False,0.4302600472813239
BF_g_192_Babeliaceae,bacterial-taxa,float64,0,0.0,115,False,0.7304964539007093
BF_g_193_Babeliales,bacterial-taxa,float64,0,0.0,133,False,0.6855791962174941
BF_g_196_Bacillus,bacterial-taxa,float64,0,0.0,423,False,0.002364066193853428
BF_g_198_bacteriap25,bacterial-taxa,float64,0,0.0,310,False,0.26713947990543735
BF_g_199_Bacteriovorax,bacterial-taxa,float64,0,0.0,84,False,0.8037825059101655
BF_g_200_Bacteroides,bacterial-taxa,float64,0,0.0,7,False,0.9858156028368794
BF_g_203_Bacteroidetes_VC2.1_Bac22,bacterial-taxa,float64,0,0.0,117,False,0.7210401891252955
BF_g_204_Baia,bacterial-taxa,float64,0,0.0,13,False,0.9716312056737588
BF_g_206_Bauldia,bacterial-taxa,float64,0,0.0,359,False,0.1536643026004728
BF_g_207_BBMC-4,bacterial-taxa,float64,0,0.0,4,False,0.9929078014184397
BF_g_208_BD1-7_clade,bacterial-taxa,float64,0,0.0,11,False,0.9763593380614657
BF_g_209_BD2-11_terrestrial_group,bacterial-taxa,float64,0,0.0,140,False,0.6713947990543735
BF_g_210_BD7-11,bacterial-taxa,float64,0,0.0,261,False,0.38534278959810875
BF_g_211_Bdellovibrio,bacterial-taxa,float64,0,0.0,375,False,0.11583924349881797
BF_g_213_Beijerinckiaceae,bacterial-taxa,float64,0,0.0,10,False,0.9787234042553191
BF_g_214_Belnapia,bacterial-taxa,float64,0,0.0,26,False,0.9408983451536643
BF_g_215_Berkelbacteria,bacterial-taxa,float64,0,0.0,165,False,0.6004728132387707
BF_g_218_BIrii41,bacterial-taxa,float64,0,0.0,377,False,0.1111111111111111
BF_g_219_BIyi10,bacterial-taxa,float64,0,0.0,39,False,0.9101654846335697
BF_g_220_Blastocatella,bacterial-taxa,float64,0,0.0,140,False,0.6713947990543735
BF_g_222_Blastococcus,bacterial-taxa,float64,0,0.0,421,False,0.0070921985815602835
BF_g_226_Blfdi19,bacterial-taxa,float64,0,0.0,275,False,0.35224586288416077
BF_g_228_Bordetella,bacterial-taxa,float64,0,0.0,31,False,0.9290780141843972
BF_g_229_Bosea,bacterial-taxa,float64,0,0.0,240,False,0.43498817966903075
BF_g_233_Bradyrhizobium,bacterial-taxa,float64,0,0.0,420,False,0.009456264775413711
BF_g_234_Brevibacillus,bacterial-taxa,float64,0,0.0,73,False,0.8297872340425532
BF_g_235_Brevifollis,bacterial-taxa,float64,0,0.0,11,False,0.9763593380614657
BF_g_237_Brevundimonas,bacterial-taxa,float64,0,0.0,104,False,0.7565011820330969
BF_g_238_BRH-c20a,bacterial-taxa,float64,0,0.0,8,False,0.983451536643026
BF_g_240_Bryobacter,bacterial-taxa,float64,0,0.0,423,False,0.002364066193853428
BF_g_242_BSV26,bacterial-taxa,float64,0,0.0,118,False,0.723404255319149
BF_g_244_Burkholderia-Caballeronia-Paraburkholderia,bacterial-taxa,float64,0,0.0,395,False,0.06855791962174941
BF_g_246_Byssovorax,bacterial-taxa,float64,0,0.0,11,False,0.9763593380614657
BF_g_248_C0119,bacterial-taxa,float64,0,0.0,423,False,0.0
BF_g_249_C10-SB1A,bacterial-taxa,float64,0,0.0,32,False,0.9267139479905437
BF_g_252_Caenimonas,bacterial-taxa,float64,0,0.0,136,False,0.6808510638297872
BF_g_256_Caldicoprobacter,bacterial-taxa,float64,0,0.0,3,False,0.9952718676122931
BF_g_257_Caldilineaceae,bacterial-taxa,float64,0,0.0,74,False,0.8274231678486997
BF_g_258_Caldinitratiruptor,bacterial-taxa,float64,0,0.0,5,False,0.9905437352245863
BF_g_262_Camelimonas,bacterial-taxa,float64,0,0.0,16,False,0.9645390070921985
BF_g_263_Candidatus_Abawacabacteria,bacterial-taxa,float64,0,0.0,15,False,0.966903073286052
BF_g_265_Candidatus_Adlerbacteria,bacterial-taxa,float64,0,0.0,39,False,0.9101654846335697
BF_g_267_Candidatus_Alysiosphaera,bacterial-taxa,float64,0,0.0,395,False,0.06855791962174941
BF_g_269_Candidatus_Amoebophilus,bacterial-taxa,float64,0,0.0,20,False,0.9550827423167849
BF_g_270_Candidatus_Azambacteria,bacterial-taxa,float64,0,0.0,46,False,0.8912529550827423
BF_g_272_Candidatus_Berkiella,bacterial-taxa,float64,0,0.0,142,False,0.6666666666666666
BF_g_275_Candidatus_Campbellbacteria,bacterial-taxa,float64,0,0.0,9,False,0.9810874704491725
BF_g_276_Candidatus_Captivus,bacterial-taxa,float64,0,0.0,15,False,0.966903073286052
BF_g_278_Candidatus_Chisholmbacteria,bacterial-taxa,float64,0,0.0,26,False,0.9408983451536643
BF_g_279_Candidatus_Chloroploca,bacterial-taxa,float64,0,0.0,16,False,0.9645390070921985
BF_g_281_Candidatus_Collierbacteria,bacterial-taxa,float64,0,0.0,8,False,0.983451536643026
BF_g_282_Candidatus_Colwellbacteria,bacterial-taxa,float64,0,0.0,29,False,0.933806146572104
BF_g_283_Candidatus_Curtissbacteria,bacterial-taxa,float64,0,0.0,8,False,0.983451536643026
BF_g_284_Candidatus_Daviesbacteria,bacterial-taxa,float64,0,0.0,8,False,0.983451536643026
BF_g_285_Candidatus_Doudnabacteria,bacterial-taxa,float64,0,0.0,6,False,0.9881796690307328
BF_g_286_Candidatus_Endoecteinascidia,bacterial-taxa,float64,0,0.0,8,False,0.983451536643026
BF_g_297_Candidatus_Jidaibacter,bacterial-taxa,float64,0,0.0,21,False,0.9527186761229315
BF_g_298_Candidatus_Jorgensenbacteria,bacterial-taxa,float64,0,0.0,262,False,0.3829787234042553
BF_g_299_Candidatus_Kaiserbacteria,bacterial-taxa,float64,0,0.0,318,False,0.24822695035460993
BF_g_300_Candidatus_Kerfeldbacteria,bacterial-taxa,float64,0,0.0,17,False,0.9621749408983451
BF_g_301_Candidatus_Komeilibacteria,bacterial-taxa,float64,0,0.0,10,False,0.9787234042553191
BF_g_302_Candidatus_Koribacter,bacterial-taxa,float64,0,0.0,236,False,0.4444444444444444
BF_g_303_Candidatus_Kuenenbacteria,bacterial-taxa,float64,0,0.0,19,False,0.9574468085106383
BF_g_305_Candidatus_Levybacteria,bacterial-taxa,float64,0,0.0,284,False,0.3309692671394799
BF_g_306_Candidatus_Liptonbacteria,bacterial-taxa,float64,0,0.0,51,False,0.8817966903073287
BF_g_308_Candidatus_Lumbricincola,bacterial-taxa,float64,0,0.0,11,False,0.9763593380614657
BF_g_309_Candidatus_Magasanikbacteria,bacterial-taxa,float64,0,0.0,83,False,0.8037825059101655
BF_g_310_Candidatus_Megaira,bacterial-taxa,float64,0,0.0,9,False,0.9810874704491725
BF_g_312_Candidatus_Metachlamydia,bacterial-taxa,float64,0,0.0,5,False,0.9905437352245863
BF_g_316_Candidatus_Moranbacteria,bacterial-taxa,float64,0,0.0,16,False,0.9645390070921985
BF_g_317_Candidatus_Nitrocosmicus,bacterial-taxa,float64,0,0.0,17,False,0.9621749408983451
BF_g_320_Candidatus_Nomurabacteria,bacterial-taxa,float64,0,0.0,46,False,0.8936170212765957
BF_g_321_Candidatus_Nostocoida,bacterial-taxa,float64,0,0.0,57,False,0.8676122931442081
BF_g_322_Candidatus_Nucleicultrix,bacterial-taxa,float64,0,0.0,12,False,0.9739952718676123
BF_g_324_Candidatus_Odyssella,bacterial-taxa,float64,0,0.0,6,False,0.9881796690307328
BF_g_325_Candidatus_Omnitrophus,bacterial-taxa,float64,0,0.0,29,False,0.933806146572104
BF_g_326_Candidatus_Ovatusbacter,bacterial-taxa,float64,0,0.0,181,False,0.5721040189125296
BF_g_327_Candidatus_Pacebacteria,bacterial-taxa,float64,0,0.0,82,False,0.8014184397163121
BF_g_330_Candidatus_Paracaedibacter,bacterial-taxa,float64,0,0.0,25,False,0.9432624113475178
BF_g_331_Candidatus_Peregrinibacteria,bacterial-taxa,float64,0,0.0,30,False,0.9314420803782506
BF_g_332_Candidatus_Peribacteria,bacterial-taxa,float64,0,0.0,111,False,0.735224586288416
BF_g_333_Candidatus_Protochlamydia,bacterial-taxa,float64,0,0.0,182,False,0.5721040189125296
BF_g_336_Candidatus_Roizmanbacteria,bacterial-taxa,float64,0,0.0,15,False,0.9645390070921985
BF_g_338_Candidatus_Ryanbacteria,bacterial-taxa,float64,0,0.0,14,False,0.9692671394799054
BF_g_341_Candidatus_Soleaferrea,bacterial-taxa,float64,0,0.0,16,False,0.9645390070921985
BF_g_342_Candidatus_Solibacter,bacterial-taxa,float64,0,0.0,423,False,0.002364066193853428
BF_g_343_Candidatus_Spiroplasma,bacterial-taxa,float64,0,0.0,150,False,0.6477541371158393
BF_g_344_Candidatus_Staskawiczbacteria,bacterial-taxa,float64,0,0.0,59,False,0.8628841607565012
BF_g_348_Candidatus_Udaeobacter,bacterial-taxa,float64,0,0.0,416,False,0.018912529550827423
BF_g_350_Candidatus_Vogelbacteria,bacterial-taxa,float64,0,0.0,15,False,0.966903073286052
BF_g_351_Candidatus_Woesebacteria,bacterial-taxa,float64,0,0.0,129,False,0.6903073286052009
BF_g_353_Candidatus_Woykebacteria,bacterial-taxa,float64,0,0.0,16,False,0.9645390070921985
BF_g_354_Candidatus_Xiphinematobacter,bacterial-taxa,float64,0,0.0,236,False,0.4444444444444444
BF_g_355_Candidatus_Yanofskybacteria,bacterial-taxa,float64,0,0.0,176,False,0.5862884160756501
BF_g_356_Candidatus_Zambryskibacteria,bacterial-taxa,float64,0,0.0,18,False,0.9598108747044918
BF_g_357_Candidimonas,bacterial-taxa,float64,0,0.0,7,False,0.9858156028368794
BF_g_358_Caproiciproducens,bacterial-taxa,float64,0,0.0,20,False,0.9550827423167849
BF_g_360_Caryophanon,bacterial-taxa,float64,0,0.0,10,False,0.9787234042553191
BF_g_361_Castellaniella,bacterial-taxa,float64,0,0.0,42,False,0.9030732860520094
BF_g_362_Catellatospora,bacterial-taxa,float64,0,0.0,89,False,0.7919621749408984
BF_g_363_Catenulispora,bacterial-taxa,float64,0,0.0,159,False,0.6264775413711584
BF_g_364_Catenuloplanes,bacterial-taxa,float64,0,0.0,10,False,0.9787234042553191
BF_g_365_Caulobacter,bacterial-taxa,float64,0,0.0,141,False,0.6690307328605201
BF_g_366_Cavicella,bacterial-taxa,float64,0,0.0,23,False,0.9479905437352246
BF_g_367_CCD24,bacterial-taxa,float64,0,0.0,297,False,0.30023640661938533
BF_g_370_Cellulomonas,bacterial-taxa,float64,0,0.0,293,False,0.3073286052009456
BF_g_371_Cellulosilyticum,bacterial-taxa,float64,0,0.0,6,False,0.9881796690307328
BF_g_372_Cellulosimicrobium,bacterial-taxa,float64,0,0.0,58,False,0.8652482269503546
BF_g_373_Cellvibrio,bacterial-taxa,float64,0,0.0,251,False,0.408983451536643
BF_g_374_CENA518,bacterial-taxa,float64,0,0.0,12,False,0.9739952718676123
BF_g_375_Cephaloticoccus,bacterial-taxa,float64,0,0.0,23,False,0.9479905437352246
BF_g_376_Cerasicoccus,bacterial-taxa,float64,0,0.0,7,False,0.9858156028368794
BF_g_379_CHAB-XI-27,bacterial-taxa,float64,0,0.0,3,False,0.9952718676122931
BF_g_382_Chiayiivirga,bacterial-taxa,float64,0,0.0,16,False,0.9645390070921985
BF_g_385_Chitinimonas,bacterial-taxa,float64,0,0.0,19,False,0.9574468085106383
BF_g_388_Chitinophaga,bacterial-taxa,float64,0,0.0,157,False,0.6312056737588653
BF_g_389_Chitinophagaceae,bacterial-taxa,float64,0,0.0,33,False,0.9243498817966903
BF_g_390_Chlamydiaceae,bacterial-taxa,float64,0,0.0,7,False,0.9858156028368794
BF_g_394_Chloronema,bacterial-taxa,float64,0,0.0,11,False,0.9763593380614657
BF_g_395_Chloroplast,bacterial-taxa,float64,0,0.0,388,False,0.0851063829787234
BF_g_397_Christensenellaceae_R-7_group,bacterial-taxa,float64,0,0.0,6,False,0.9881796690307328
BF_g_398_Chryseobacterium,bacterial-taxa,float64,0,0.0,178,False,0.5815602836879432
BF_g_399_Chryseolinea,bacterial-taxa,float64,0,0.0,260,False,0.3877068557919622
BF_g_400_Chthoniobacter,bacterial-taxa,float64,0,0.0,398,False,0.061465721040189124
BF_g_402_Chthonobacter,bacterial-taxa,float64,0,0.0,6,False,0.9881796690307328
BF_g_403_Chthonomonadales,bacterial-taxa,float64,0,0.0,190,False,0.5508274231678487
BF_g_404_Chthonomonas,bacterial-taxa,float64,0,0.0,286,False,0.3262411347517731
BF_g_405_Chujaibacter,bacterial-taxa,float64,0,0.0,170,False,0.6004728132387707
BF_g_406_Chungangia,bacterial-taxa,float64,0,0.0,14,False,0.9692671394799054
BF_g_408_Citrifermentans,bacterial-taxa,float64,0,0.0,70,False,0.8368794326241135
BF_g_411_CL500-29_marine_group,bacterial-taxa,float64,0,0.0,406,False,0.0425531914893617
BF_g_412_CL500-3,bacterial-taxa,float64,0,0.0,28,False,0.9361702127659575
BF_g_416_Clostridia_UCG-014,bacterial-taxa,float64,0,0.0,4,False,0.9929078014184397
BF_g_418_Clostridioides,bacterial-taxa,float64,0,0.0,9,False,0.9810874704491725
BF_g_419_Clostridium_sensu_stricto_1,bacterial-taxa,float64,0,0.0,288,False,0.3215130023640662
BF_g_420_Clostridium_sensu_stricto_10,bacterial-taxa,float64,0,0.0,18,False,0.9598108747044918
BF_g_421_Clostridium_sensu_stricto_11,bacterial-taxa,float64,0,0.0,7,False,0.9858156028368794
BF_g_422_Clostridium_sensu_stricto_12,bacterial-taxa,float64,0,0.0,59,False,0.8628841607565012
BF_g_423_Clostridium_sensu_stricto_13,bacterial-taxa,float64,0,0.0,412,False,0.028368794326241134
BF_g_424_Clostridium_sensu_stricto_19,bacterial-taxa,float64,0,0.0,7,False,0.9858156028368794
BF_g_425_Clostridium_sensu_stricto_2,bacterial-taxa,float64,0,0.0,7,False,0.9858156028368794
BF_g_426_Clostridium_sensu_stricto_3,bacterial-taxa,float64,0,0.0,13,False,0.9716312056737588
BF_g_427_Clostridium_sensu_stricto_5,bacterial-taxa,float64,0,0.0,15,False,0.966903073286052
BF_g_430_Clostridium_sensu_stricto_8,bacterial-taxa,float64,0,0.0,9,False,0.9810874704491725
BF_g_431_Clostridium_sensu_stricto_9,bacterial-taxa,float64,0,0.0,25,False,0.9432624113475178
BF_g_434_Cohnella,bacterial-taxa,float64,0,0.0,227,False,0.4657210401891253
BF_g_435_Collimonas,bacterial-taxa,float64,0,0.0,13,False,0.9716312056737588
BF_g_437_Comamonas,bacterial-taxa,float64,0,0.0,11,False,0.9763593380614657
BF_g_438_Conexibacter,bacterial-taxa,float64,0,0.0,408,False,0.037825059101654845
BF_g_441_Corallococcus,bacterial-taxa,float64,0,0.0,184,False,0.5673758865248227
BF_g_444_Coxiella,bacterial-taxa,float64,0,0.0,73,False,0.8274231678486997
BF_g_447_Craurococcus-Caldovatus,bacterial-taxa,float64,0,0.0,120,False,0.7186761229314421
BF_g_451_Crinalium_SAG_22.89,bacterial-taxa,float64,0,0.0,28,False,0.9361702127659575
