actual,probability,non_churn,churn,cum_churn,cum_non_churn,ks
0,0.013790892899832121,1,0,1.0,0.016829533116178068,0.9831704668838219
0,0.013754929652769723,1,0,1.0,0.01737242128121607,0.9826275787187839
0,0.013598788382006228,1,0,1.0,0.017915309446254073,0.9820846905537459
0,0.012439577791446887,1,0,1.0,0.018458197611292075,0.9815418023887079
0,0.012439577791446887,1,0,1.0,0.019001085776330078,0.9809989142236699
0,0.011856351572496602,1,0,1.0,0.019543973941368076,0.9804560260586319
0,0.011436771152916183,1,0,1.0,0.02008686210640608,0.9799131378935939
0,0.011270104486249514,1,0,1.0,0.02062975027144408,0.9793702497285559
0,0.010964748705493277,1,0,1.0,0.021172638436482084,0.9788273615635179
0,0.010840878804990432,1,0,1.0,0.021715526601520086,0.9782844733984799
0,0.010445730322750481,1,0,1.0,0.02225841476655809,0.9777415852334419
0,0.010055735350444546,1,0,1.0,0.02280130293159609,0.9771986970684039
0,0.009724193300342198,1,0,1.0,0.023344191096634093,0.9766558089033659
0,0.009587853575862261,1,0,1.0,0.023887079261672096,0.9761129207383279
0,0.009562604344635593,1,0,1.0,0.024429967426710098,0.9755700325732899
0,0.009363871512510821,1,0,1.0,0.0249728555917481,0.9750271444082519
0,0.009256113960020207,1,0,1.0,0.025515743756786103,0.9744842562432139
0,0.009106805293004769,1,0,1.0,0.026058631921824105,0.9739413680781759
0,0.008922065757405829,1,0,1.0,0.026601520086862108,0.9733984799131379
0,0.008588732424072498,1,0,1.0,0.02714440825190011,0.9728555917480999
0,0.008588732424072498,1,0,1.0,0.02768729641693811,0.9723127035830619
0,0.008507222035819773,1,0,1.0,0.02823018458197611,0.9717698154180239
0,0.007995884097041002,1,0,1.0,0.028773072747014114,0.9712269272529859
0,0.007831961715529613,1,0,1.0,0.029315960912052116,0.9706840390879479
0,0.007813407758747783,1,0,1.0,0.02985884907709012,0.9701411509229099
0,0.006985481508321583,1,0,1.0,0.03040173724212812,0.9695982627578719
0,0.006862691498882793,1,0,1.0,0.030944625407166124,0.9690553745928339
0,0.006671528561073808,1,0,1.0,0.031487513572204126,0.9685124864277959
0,0.006625267581203897,1,0,1.0,0.03203040173724213,0.9679695982627579
0,0.0065533708959576945,1,0,1.0,0.03257328990228013,0.9674267100977199
0,0.006250062072428282,1,0,1.0,0.03311617806731813,0.9668838219326819
0,0.0060872562369495035,1,0,1.0,0.033659066232356136,0.9663409337676439
0,0.006038968067565804,1,0,1.0,0.03420195439739414,0.9657980456026058
0,0.006038968067565804,1,0,1.0,0.03474484256243214,0.9652551574375678
0,0.005953587713453922,1,0,1.0,0.03528773072747014,0.9647122692725298
0,0.005953587713453922,1,0,1.0,0.035830618892508145,0.9641693811074918
0,0.005804561571302967,1,0,1.0,0.03637350705754615,0.9636264929424538
0,0.0055957292508166025,1,0,1.0,0.03691639522258415,0.9630836047774158
0,0.005541670824457236,1,0,1.0,0.03745928338762215,0.9625407166123778
0,0.005449987557083956,1,0,1.0,0.038002171552660155,0.9619978284473398
0,0.005128213676432649,1,0,1.0,0.03854505971769816,0.9614549402823018
0,0.0050233115713029675,1,0,1.0,0.03908794788273615,0.9609120521172638
0,0.004918670916642519,1,0,1.0,0.039630836047774155,0.9603691639522258
0,0.00472333022748545,1,0,1.0,0.04017372421281216,0.9598262757871878
0,0.004549999210559556,1,0,1.0,0.04071661237785016,0.9592833876221498
0,0.004249083598510638,1,0,1.0,0.04125950054288816,0.9587404994571118
0,0.003917326481567967,1,0,1.0,0.041802388707926165,0.9581976112920738
0,0.003711381860669252,1,0,1.0,0.04234527687296417,0.9576547231270358
0,0.003711381860669252,1,0,1.0,0.04288816503800217,0.9571118349619978
0,0.003287388351087201,1,0,1.0,0.04343105320304017,0.9565689467969598
0,0.0032639090118806143,1,0,1.0,0.043973941368078175,0.9560260586319218
0,0.003256423413539163,1,0,1.0,0.04451682953311618,0.9554831704668838
0,0.003226698557634875,1,0,1.0,0.04505971769815418,0.9549402823018458
0,0.0031132957362673386,1,0,1.0,0.04560260586319218,0.9543973941368078
0,0.0030615942902127114,1,0,1.0,0.046145494028230184,0.9538545059717698
0,0.003050806240635479,1,0,1.0,0.04668838219326819,0.9533116178067318
0,0.0029843092265358657,1,0,1.0,0.04723127035830619,0.9527687296416938
0,0.0028358939599337253,1,0,1.0,0.04777415852334419,0.9522258414766558
0,0.0028358939599337253,1,0,1.0,0.048317046688382194,0.9516829533116178
0,0.0027302934201226593,1,0,1.0,0.048859934853420196,0.9511400651465798
0,0.0027302934201226593,1,0,1.0,0.0494028230184582,0.9505971769815418
0,0.0027302934201226593,1,0,1.0,0.0499457111834962,0.9500542888165038
0,0.0027302934201226593,1,0,1.0,0.050488599348534204,0.9495114006514658
0,0.0026587502817218838,1,0,1.0,0.051031487513572206,0.9489685124864278
0,0.0026587502817218838,1,0,1.0,0.05157437567861021,0.9484256243213898
0,0.0026587502817218838,1,0,1.0,0.05211726384364821,0.9478827361563518
0,0.0026587502817218838,1,0,1.0,0.05266015200868621,0.9473398479913138
0,0.002657167223822447,1,0,1.0,0.053203040173724216,0.9467969598262758
0,0.002631769728809202,1,0,1.0,0.05374592833876222,0.9462540716612378
0,0.0026053639846743294,1,0,1.0,0.05428881650380022,0.9457111834961998
0,0.0025987144727542383,1,0,1.0,0.054831704668838216,0.9451682953311618
0,0.002572852403788721,1,0,1.0,0.05537459283387622,0.9446254071661238
0,0.002572852403788721,1,0,1.0,0.05591748099891422,0.9440825190010858
0,0.002572852403788721,1,0,1.0,0.05646036916395222,0.9435396308360477
0,0.002523815118763968,1,0,1.0,0.057003257328990226,0.9429967426710097
0,0.002523815118763968,1,0,1.0,0.05754614549402823,0.9424538545059717
0,0.0024766985576348743,1,0,1.0,0.05808903365906623,0.9419109663409337
0,0.0024766985576348743,1,0,1.0,0.05863192182410423,0.9413680781758957
0,0.0024273452956424216,1,0,1.0,0.059174809989142235,0.9408251900108577
0,0.0024273452956424216,1,0,1.0,0.05971769815418024,0.9402823018458197
0,0.0024273452956424216,1,0,1.0,0.06026058631921824,0.9397394136807817
0,0.0024273452956424216,1,0,1.0,0.06080347448425624,0.9391965255157437
0,0.0024273452956424216,1,0,1.0,0.061346362649294245,0.9386536373507057
0,0.0024273452956424216,1,0,1.0,0.06188925081433225,0.9381107491856677
0,0.0024273452956424216,1,0,1.0,0.06243213897937025,0.9375678610206297
0,0.0024273452956424216,1,0,1.0,0.06297502714440825,0.9370249728555917
0,0.0024273452956424216,1,0,1.0,0.06351791530944625,0.9364820846905537
0,0.0024273452956424216,1,0,1.0,0.06406080347448426,0.9359391965255157
0,0.0024273452956424216,1,0,1.0,0.06460369163952226,0.9353963083604777
0,0.0024273452956424216,1,0,1.0,0.06514657980456026,0.9348534201954397
0,0.0024273452956424216,1,0,1.0,0.06568946796959826,0.9343105320304017
0,0.0024273452956424216,1,0,1.0,0.06623235613463627,0.9337676438653637
0,0.0024273452956424216,1,0,1.0,0.06677524429967427,0.9332247557003257
0,0.0024273452956424216,1,0,1.0,0.06731813246471227,0.9326818675352877
0,0.0024273452956424216,1,0,1.0,0.06786102062975027,0.9321389793702497
0,0.0024273452956424216,1,0,1.0,0.06840390879478828,0.9315960912052117
0,0.0024273452956424216,1,0,1.0,0.06894679695982628,0.9310532030401737
0,0.0024273452956424216,1,0,1.0,0.06948968512486428,0.9305103148751357
0,0.0024273452956424216,1,0,1.0,0.07003257328990228,0.9299674267100977
0,0.0024273452956424216,1,0,1.0,0.07057546145494029,0.9294245385450597
0,0.0024273452956424216,1,0,1.0,0.07111834961997829,0.9288816503800217
0,0.0024273452956424216,1,0,1.0,0.07166123778501629,0.9283387622149837
0,0.0024273452956424216,1,0,1.0,0.0722041259500543,0.9277958740499457
0,0.0024273452956424216,1,0,1.0,0.0727470141150923,0.9272529858849077
0,0.0024273452956424216,1,0,1.0,0.0732899022801303,0.9267100977198697
0,0.0024273452956424216,1,0,1.0,0.0738327904451683,0.9261672095548317
0,0.0024273452956424216,1,0,1.0,0.0743756786102063,0.9256243213897937
0,0.0024273452956424216,1,0,1.0,0.0749185667752443,0.9250814332247557
0,0.0024273452956424216,1,0,1.0,0.07546145494028231,0.9245385450597177
0,0.0024273452956424216,1,0,1.0,0.07600434310532031,0.9239956568946797
0,0.0024273452956424216,1,0,1.0,0.07654723127035831,0.9234527687296417
0,0.0024273452956424216,1,0,1.0,0.07709011943539631,0.9229098805646037
0,0.0024273452956424216,1,0,1.0,0.07763300760043432,0.9223669923995657
0,0.0024273452956424216,1,0,1.0,0.0781758957654723,0.9218241042345277
0,0.0024273452956424216,1,0,1.0,0.07871878393051031,0.9212812160694897
0,0.0024273452956424216,1,0,1.0,0.07926167209554831,0.9207383279044516
0,0.0024273452956424216,1,0,1.0,0.07980456026058631,0.9201954397394136
0,0.0024273452956424216,1,0,1.0,0.08034744842562432,0.9196525515743756
0,0.0024273452956424216,1,0,1.0,0.08089033659066232,0.9191096634093376
0,0.0024273452956424216,1,0,1.0,0.08143322475570032,0.9185667752442996
0,0.0024273452956424216,1,0,1.0,0.08197611292073832,0.9180238870792616
0,0.0024273452956424216,1,0,1.0,0.08251900108577633,0.9174809989142236
0,0.0024273452956424216,1,0,1.0,0.08306188925081433,0.9169381107491856
0,0.0024273452956424216,1,0,1.0,0.08360477741585233,0.9163952225841476
0,0.0024273452956424216,1,0,1.0,0.08414766558089033,0.9158523344191096
0,0.0024273452956424216,1,0,1.0,0.08469055374592833,0.9153094462540716
0,0.0024273452956424216,1,0,1.0,0.08523344191096634,0.9147665580890336
0,0.0024273452956424216,1,0,1.0,0.08577633007600434,0.9142236699239956
0,0.0024273452956424216,1,0,1.0,0.08631921824104234,0.9136807817589576
0,0.0024273452956424216,1,0,1.0,0.08686210640608034,0.9131378935939196
0,0.0024273452956424216,1,0,1.0,0.08740499457111835,0.9125950054288816
0,0.0024273452956424216,1,0,1.0,0.08794788273615635,0.9120521172638436
0,0.0024273452956424216,1,0,1.0,0.08849077090119435,0.9115092290988056
0,0.0024273452956424216,1,0,1.0,0.08903365906623235,0.9109663409337676
0,0.0024273452956424216,1,0,1.0,0.08957654723127036,0.9104234527687296
0,0.0024273452956424216,1,0,1.0,0.09011943539630836,0.9098805646036916
0,0.0024273452956424216,1,0,1.0,0.09066232356134636,0.9093376764386536
0,0.0024273452956424216,1,0,1.0,0.09120521172638436,0.9087947882736156
0,0.0024273452956424216,1,0,1.0,0.09174809989142237,0.9082519001085776
0,0.0024273452956424216,1,0,1.0,0.09229098805646037,0.9077090119435396
0,0.0024273452956424216,1,0,1.0,0.09283387622149837,0.9071661237785016
0,0.0024273452956424216,1,0,1.0,0.09337676438653637,0.9066232356134636
0,0.0024273452956424216,1,0,1.0,0.09391965255157438,0.9060803474484256
0,0.0024273452956424216,1,0,1.0,0.09446254071661238,0.9055374592833876
0,0.0024273452956424216,1,0,1.0,0.09500542888165038,0.9049945711183496
0,0.0024273452956424216,1,0,1.0,0.09554831704668838,0.9044516829533116
0,0.0024273452956424216,1,0,1.0,0.09609120521172639,0.9039087947882736
0,0.0024273452956424216,1,0,1.0,0.09663409337676439,0.9033659066232356
0,0.0024273452956424216,1,0,1.0,0.09717698154180239,0.9028230184581976
0,0.0024273452956424216,1,0,1.0,0.09771986970684039,0.9022801302931596
0,0.0024273452956424216,1,0,1.0,0.0982627578718784,0.9017372421281216
0,0.0024273452956424216,1,0,1.0,0.0988056460369164,0.9011943539630836
0,0.0023988151187639677,1,0,1.0,0.0993485342019544,0.9006514657980456
0,0.0023699800190894542,1,0,1.0,0.0998914223669924,0.9001085776330076
0,0.0023548992830317514,1,0,1.0,0.1004343105320304,0.8995656894679696
0,0.0023548992830317514,1,0,1.0,0.10097719869706841,0.8990228013029316
0,0.0023548992830317514,1,0,1.0,0.10152008686210641,0.8984799131378935
0,0.0023548992830317514,1,0,1.0,0.10206297502714441,0.8979370249728555
0,0.0023548992830317514,1,0,1.0,0.10260586319218241,0.8973941368078175
0,0.0023548992830317514,1,0,1.0,0.10314875135722042,0.8968512486427795
0,0.0023548992830317514,1,0,1.0,0.10369163952225842,0.8963083604777415
0,0.0023548992830317514,1,0,1.0,0.10423452768729642,0.8957654723127035
0,0.0023548992830317514,1,0,1.0,0.10477741585233442,0.8952225841476655
0,0.0023548992830317514,1,0,1.0,0.10532030401737243,0.8946796959826275
0,0.002244338276454026,1,0,1.0,0.10586319218241043,0.8941368078175895
0,0.002198969560250048,1,0,1.0,0.10640608034744843,0.8935939196525515
0,0.002198969560250048,1,0,1.0,0.10694896851248643,0.8930510314875135
0,0.002198969560250048,1,0,1.0,0.10749185667752444,0.8925081433224755
0,0.0021776723267817617,1,0,1.0,0.10803474484256244,0.8919652551574375
0,0.0018864695602500484,1,0,1.0,0.10857763300760044,0.8914223669923995
0,0.0016797145455612276,1,0,1.0,0.10912052117263844,0.8908794788273615
0,0.0016797145455612276,1,0,1.0,0.10966340933767643,0.8903365906623235
0,0.0016797145455612276,1,0,1.0,0.11020629750271443,0.8897937024972855
0,0.0016797145455612276,1,0,1.0,0.11074918566775244,0.8892508143322475
0,0.0012254118679423556,1,0,1.0,0.11129207383279044,0.8887079261672095
0,0.0012254118679423556,1,0,1.0,0.11183496199782844,0.8881650380021715
0,0.0011286630036630037,1,0,1.0,0.11237785016286644,0.8876221498371335
0,0.001069161867942356,1,0,1.0,0.11292073832790445,0.8870792616720955
0,0.0010531362269167147,1,0,1.0,0.11346362649294245,0.8865363735070575
0,0.0009406565656565656,1,0,1.0,0.11400651465798045,0.8859934853420195
0,0.0009406565656565656,1,0,1.0,0.11454940282301845,0.8854505971769815
0,0.0009406565656565656,1,0,1.0,0.11509229098805646,0.8849077090119435
0,0.0009107142857142856,1,0,1.0,0.11563517915309446,0.8843648208469055
0,0.0009107142857142856,1,0,1.0,0.11617806731813246,0.8838219326818675
0,0.0008422256097560977,1,0,1.0,0.11672095548317046,0.8832790445168295
0,0.0007918470418470419,1,0,1.0,0.11726384364820847,0.8827361563517915
0,0.0007918470418470419,1,0,1.0,0.11780673181324647,0.8821932681867535
0,0.000744047619047619,1,0,1.0,0.11834961997828447,0.8816503800217155
0,0.000744047619047619,1,0,1.0,0.11889250814332247,0.8811074918566775
0,0.0007323232323232323,1,0,1.0,0.11943539630836048,0.8805646036916395
0,0.0005952380952380952,1,0,1.0,0.11997828447339848,0.8800217155266015
0,0.0005952380952380952,1,0,1.0,0.12052117263843648,0.8794788273615635
0,0.00041666666666666664,1,0,1.0,0.12106406080347448,0.8789359391965255
0,0.000375,1,0,1.0,0.12160694896851248,0.8783930510314875
0,0.0003645833333333333,1,0,1.0,0.12214983713355049,0.8778501628664495
0,0.0003645833333333333,1,0,1.0,0.12269272529858849,0.8773072747014115
0,0.0003645833333333333,1,0,1.0,0.12323561346362649,0.8767643865363735
0,0.0002941176470588235,1,0,1.0,0.1237785016286645,0.8762214983713354
0,0.0002941176470588235,1,0,1.0,0.1243213897937025,0.8756786102062974
0,0.0002941176470588235,1,0,1.0,0.1248642779587405,0.8751357220412594
0,0.00020658263305322128,1,0,1.0,0.1254071661237785,0.8745928338762214
0,0.00017857142857142857,1,0,1.0,0.1259500542888165,0.8740499457111834
0,0.00017857142857142857,1,0,1.0,0.1264929424538545,0.8735070575461454
0,0.00017857142857142857,1,0,1.0,0.1270358306188925,0.8729641693811074
0,0.00017857142857142857,1,0,1.0,0.1275787187839305,0.8724212812160694
0,0.00017857142857142857,1,0,1.0,0.1281216069489685,0.8718783930510314
0,0.00017857142857142857,1,0,1.0,0.12866449511400652,0.8713355048859934
0,0.00016666666666666666,1,0,1.0,0.12920738327904452,0.8707926167209554
0,0.00016666666666666666,1,0,1.0,0.12975027144408252,0.8702497285559174
0,0.00016666666666666666,1,0,1.0,0.13029315960912052,0.8697068403908794
0,0.00016666666666666666,1,0,1.0,0.13083604777415853,0.8691639522258414
0,0.00016666666666666666,1,0,1.0,0.13137893593919653,0.8686210640608034
0,0.00016666666666666666,1,0,1.0,0.13192182410423453,0.8680781758957654
0,0.00016666666666666666,1,0,1.0,0.13246471226927253,0.8675352877307274
0,0.00016666666666666666,1,0,1.0,0.13300760043431054,0.8669923995656894
0,0.00016666666666666666,1,0,1.0,0.13355048859934854,0.8664495114006514
0,0.00016666666666666666,1,0,1.0,0.13409337676438654,0.8659066232356134
0,0.00014705882352941175,1,0,1.0,0.13463626492942454,0.8653637350705754
0,0.00014705882352941175,1,0,1.0,0.13517915309446255,0.8648208469055374
0,0.00014705882352941175,1,0,1.0,0.13572204125950055,0.8642779587404994
0,0.00014705882352941175,1,0,1.0,0.13626492942453855,0.8637350705754614
0,0.00014705882352941175,1,0,1.0,0.13680781758957655,0.8631921824104234
0,0.00014705882352941175,1,0,1.0,0.13735070575461455,0.8626492942453854
0,0.00014705882352941175,1,0,1.0,0.13789359391965256,0.8621064060803474
0,0.00010869565217391303,1,0,1.0,0.13843648208469056,0.8615635179153094
0,0.00010869565217391303,1,0,1.0,0.13897937024972856,0.8610206297502714
0,0.00010869565217391303,1,0,1.0,0.13952225841476656,0.8604777415852334
0,0.00010869565217391303,1,0,1.0,0.14006514657980457,0.8599348534201954
0,0.00010869565217391303,1,0,1.0,0.14060803474484257,0.8593919652551574
0,0.00010869565217391303,1,0,1.0,0.14115092290988057,0.8588490770901194
0,0.00010869565217391303,1,0,1.0,0.14169381107491857,0.8583061889250814
0,5.9523809523809524e-05,1,0,1.0,0.14223669923995658,0.8577633007600434
0,5.9523809523809524e-05,1,0,1.0,0.14277958740499458,0.8572204125950054
0,5.9523809523809524e-05,1,0,1.0,0.14332247557003258,0.8566775244299674
0,5.9523809523809524e-05,1,0,1.0,0.14386536373507058,0.8561346362649294
0,0.0,1,0,1.0,0.1444082519001086,0.8555917480998914
0,0.0,1,0,1.0,0.1449511400651466,0.8550488599348534
0,0.0,1,0,1.0,0.1454940282301846,0.8545059717698154
0,0.0,1,0,1.0,0.1460369163952226,0.8539630836047774
0,0.0,1,0,1.0,0.1465798045602606,0.8534201954397393
0,0.0,1,0,1.0,0.1471226927252986,0.8528773072747013
0,0.0,1,0,1.0,0.1476655808903366,0.8523344191096633
0,0.0,1,0,1.0,0.1482084690553746,0.8517915309446253
0,0.0,1,0,1.0,0.1487513572204126,0.8512486427795873
0,0.0,1,0,1.0,0.1492942453854506,0.8507057546145493
0,0.0,1,0,1.0,0.1498371335504886,0.8501628664495113
0,0.0,1,0,1.0,0.1503800217155266,0.8496199782844733
0,0.0,1,0,1.0,0.15092290988056462,0.8490770901194353
0,0.0,1,0,1.0,0.15146579804560262,0.8485342019543973
0,0.0,1,0,1.0,0.15200868621064062,0.8479913137893593
0,0.0,1,0,1.0,0.15255157437567862,0.8474484256243213
0,0.0,1,0,1.0,0.15309446254071662,0.8469055374592833
0,0.0,1,0,1.0,0.15363735070575463,0.8463626492942453
0,0.0,1,0,1.0,0.15418023887079263,0.8458197611292073
0,0.0,1,0,1.0,0.15472312703583063,0.8452768729641693
0,0.0,1,0,1.0,0.15526601520086863,0.8447339847991313
0,0.0,1,0,1.0,0.15580890336590664,0.8441910966340933
0,0.0,1,0,1.0,0.1563517915309446,0.8436482084690554
0,0.0,1,0,1.0,0.15689467969598261,0.8431053203040174
0,0.0,1,0,1.0,0.15743756786102062,0.8425624321389794
0,0.0,1,0,1.0,0.15798045602605862,0.8420195439739414
0,0.0,1,0,1.0,0.15852334419109662,0.8414766558089034
0,0.0,1,0,1.0,0.15906623235613462,0.8409337676438654
0,0.0,1,0,1.0,0.15960912052117263,0.8403908794788274
0,0.0,1,0,1.0,0.16015200868621063,0.8398479913137894
0,0.0,1,0,1.0,0.16069489685124863,0.8393051031487514
0,0.0,1,0,1.0,0.16123778501628663,0.8387622149837134
0,0.0,1,0,1.0,0.16178067318132464,0.8382193268186754
0,0.0,1,0,1.0,0.16232356134636264,0.8376764386536374
0,0.0,1,0,1.0,0.16286644951140064,0.8371335504885994
0,0.0,1,0,1.0,0.16340933767643864,0.8365906623235614
0,0.0,1,0,1.0,0.16395222584147665,0.8360477741585234
0,0.0,1,0,1.0,0.16449511400651465,0.8355048859934854
0,0.0,1,0,1.0,0.16503800217155265,0.8349619978284474
0,0.0,1,0,1.0,0.16558089033659065,0.8344191096634094
0,0.0,1,0,1.0,0.16612377850162866,0.8338762214983714
0,0.0,1,0,1.0,0.16666666666666666,0.8333333333333334
0,0.0,1,0,1.0,0.16720955483170466,0.8327904451682954
0,0.0,1,0,1.0,0.16775244299674266,0.8322475570032574
0,0.0,1,0,1.0,0.16829533116178066,0.8317046688382194
0,0.0,1,0,1.0,0.16883821932681867,0.8311617806731814
0,0.0,1,0,1.0,0.16938110749185667,0.8306188925081434
0,0.0,1,0,1.0,0.16992399565689467,0.8300760043431054
0,0.0,1,0,1.0,0.17046688382193267,0.8295331161780674
0,0.0,1,0,1.0,0.17100977198697068,0.8289902280130294
0,0.0,1,0,1.0,0.17155266015200868,0.8284473398479913
0,0.0,1,0,1.0,0.17209554831704668,0.8279044516829533
0,0.0,1,0,1.0,0.17263843648208468,0.8273615635179153
0,0.0,1,0,1.0,0.1731813246471227,0.8268186753528773
0,0.0,1,0,1.0,0.1737242128121607,0.8262757871878393
0,0.0,1,0,1.0,0.1742671009771987,0.8257328990228013
0,0.0,1,0,1.0,0.1748099891422367,0.8251900108577633
0,0.0,1,0,1.0,0.1753528773072747,0.8246471226927253
0,0.0,1,0,1.0,0.1758957654723127,0.8241042345276873
0,0.0,1,0,1.0,0.1764386536373507,0.8235613463626493
0,0.0,1,0,1.0,0.1769815418023887,0.8230184581976113
0,0.0,1,0,1.0,0.1775244299674267,0.8224755700325733
0,0.0,1,0,1.0,0.1780673181324647,0.8219326818675353
0,0.0,1,0,1.0,0.1786102062975027,0.8213897937024973
0,0.0,1,0,1.0,0.1791530944625407,0.8208469055374593
0,0.0,1,0,1.0,0.17969598262757872,0.8203040173724213
0,0.0,1,0,1.0,0.18023887079261672,0.8197611292073833
0,0.0,1,0,1.0,0.18078175895765472,0.8192182410423453
0,0.0,1,0,1.0,0.18132464712269272,0.8186753528773073
0,0.0,1,0,1.0,0.18186753528773072,0.8181324647122693
0,0.0,1,0,1.0,0.18241042345276873,0.8175895765472313
0,0.0,1,0,1.0,0.18295331161780673,0.8170466883821933
0,0.0,1,0,1.0,0.18349619978284473,0.8165038002171553
0,0.0,1,0,1.0,0.18403908794788273,0.8159609120521173
0,0.0,1,0,1.0,0.18458197611292074,0.8154180238870793
0,0.0,1,0,1.0,0.18512486427795874,0.8148751357220413
0,0.0,1,0,1.0,0.18566775244299674,0.8143322475570033
0,0.0,1,0,1.0,0.18621064060803474,0.8137893593919653
0,0.0,1,0,1.0,0.18675352877307275,0.8132464712269273
0,0.0,1,0,1.0,0.18729641693811075,0.8127035830618893
0,0.0,1,0,1.0,0.18783930510314875,0.8121606948968513
0,0.0,1,0,1.0,0.18838219326818675,0.8116178067318133
0,0.0,1,0,1.0,0.18892508143322476,0.8110749185667753
0,0.0,1,0,1.0,0.18946796959826276,0.8105320304017373
0,0.0,1,0,1.0,0.19001085776330076,0.8099891422366993
0,0.0,1,0,1.0,0.19055374592833876,0.8094462540716613
0,0.0,1,0,1.0,0.19109663409337677,0.8089033659066233
0,0.0,1,0,1.0,0.19163952225841477,0.8083604777415853
0,0.0,1,0,1.0,0.19218241042345277,0.8078175895765473
0,0.0,1,0,1.0,0.19272529858849077,0.8072747014115093
0,0.0,1,0,1.0,0.19326818675352878,0.8067318132464713
0,0.0,1,0,1.0,0.19381107491856678,0.8061889250814332
0,0.0,1,0,1.0,0.19435396308360478,0.8056460369163952
0,0.0,1,0,1.0,0.19489685124864278,0.8051031487513572
0,0.0,1,0,1.0,0.19543973941368079,0.8045602605863192
0,0.0,1,0,1.0,0.1959826275787188,0.8040173724212812
0,0.0,1,0,1.0,0.1965255157437568,0.8034744842562432
0,0.0,1,0,1.0,0.1970684039087948,0.8029315960912052
0,0.0,1,0,1.0,0.1976112920738328,0.8023887079261672
0,0.0,1,0,1.0,0.1981541802388708,0.8018458197611292
0,0.0,1,0,1.0,0.1986970684039088,0.8013029315960912
0,0.0,1,0,1.0,0.1992399565689468,0.8007600434310532
0,0.0,1,0,1.0,0.1997828447339848,0.8002171552660152
0,0.0,1,0,1.0,0.2003257328990228,0.7996742671009772
0,0.0,1,0,1.0,0.2008686210640608,0.7991313789359392
